idx,corruption,aann,corrupted_construction,diff
278,no_numeral,a hideous five months,a hideous months,1.6417841911315918
279,order_swap,a hideous five years,a five hideous years,1.7723164558410645
279,no_article,a hideous five years,hideous five years,2.268174648284912
279,no_modifier,a hideous five years,a five years,1.1837162971496582
279,no_numeral,a hideous five years,a hideous years,1.5940933227539062
281,order_swap,a hideous twenty days,a twenty hideous days,1.8745384216308594
281,no_article,a hideous twenty days,hideous twenty days,2.158024311065674
281,no_modifier,a hideous twenty days,a twenty days,1.421250820159912
281,no_numeral,a hideous twenty days,a hideous days,1.17606782913208
285,order_swap,a hideous twenty hours,a twenty hideous hours,1.9873237609863281
285,no_article,a hideous twenty hours,hideous twenty hours,2.301295280456543
285,no_modifier,a hideous twenty hours,a twenty hours,2.2896714210510254
285,no_numeral,a hideous twenty hours,a hideous hours,1.0748958587646484
286,order_swap,an ugly three days,a three ugly days,1.6418862342834473
286,no_article,an ugly three days,ugly three days,3.0507822036743164
286,no_modifier,an ugly three days,a three days,-0.9524931907653809
286,no_numeral,an ugly three days,an ugly days,2.9772329330444336
289,order_swap,an ugly three years,a three ugly years,1.6431808471679688
289,no_article,an ugly three years,ugly three years,3.22314453125
289,no_modifier,an ugly three years,a three years,-0.03201580047607422
289,no_numeral,an ugly three years,an ugly years,2.560682773590089
290,order_swap,an ugly three hours,a three ugly hours,1.9101624488830566
290,no_article,an ugly three hours,ugly three hours,3.181675910949707
290,no_modifier,an ugly three hours,a three hours,-0.09176206588745117
290,no_numeral,an ugly three hours,an ugly hours,2.7052793502807617
292,order_swap,an ugly five weeks,a five ugly weeks,1.9122343063354492
292,no_article,an ugly five weeks,ugly five weeks,3.5039944648742676
292,no_modifier,an ugly five weeks,a five weeks,-0.49881982803344727
292,no_numeral,an ugly five weeks,an ugly weeks,2.498157024383545
294,order_swap,an ugly five years,a five ugly years,1.6755728721618652
294,no_article,an ugly five years,ugly five years,3.2132506370544434
294,no_modifier,an ugly five years,a five years,-0.22933483123779297
294,no_numeral,an ugly five years,an ugly years,2.417199134826661
295,order_swap,an ugly five hours,a five ugly hours,2.1548032760620117
295,no_article,an ugly five hours,ugly five hours,3.10194730758667
295,no_modifier,an ugly five hours,a five hours,0.1537933349609375
295,no_numeral,an ugly five hours,an ugly hours,2.5203919410705566
297,order_swap,an ugly twenty weeks,a twenty ugly weeks,1.8029499053955078
297,no_article,an ugly twenty weeks,ugly twenty weeks,3.3839502334594727
297,no_modifier,an ugly twenty weeks,a twenty weeks,-0.10529756546020508
297,no_numeral,an ugly twenty weeks,an ugly weeks,0.9980278015136719
299,order_swap,an ugly twenty years,a twenty ugly years,1.9378156661987305
299,no_article,an ugly twenty years,ugly twenty years,2.9248886108398438
299,no_modifier,an ugly twenty years,a twenty years,-0.2373185157775879
299,no_numeral,an ugly twenty years,an ugly years,1.6640238761901864
305,order_swap,a mere three hours,a three mere hours,3.297258615493775
305,no_article,a mere three hours,mere three hours,3.5979773998260502
305,no_modifier,a mere three hours,a three hours,1.7349669933319096
305,no_numeral,a mere three hours,a mere hours,2.7395818233489995
306,order_swap,a mere five days,a five mere days,3.341756343841553
306,no_article,a mere five days,mere five days,3.375372409820557
306,no_modifier,a mere five days,a five days,1.0489993095397954
306,no_numeral,a mere five days,a mere days,3.0390019416809086
308,order_swap,a mere five months,a five mere months,3.603913307189942
308,no_article,a mere five months,mere five months,3.563627719879151
308,no_modifier,a mere five months,a five months,1.5185098648071294
308,no_numeral,a mere five months,a mere months,3.0495347976684575
316,order_swap,a staggering three days,a three staggering days,1.5539538860321045
316,no_article,a staggering three days,staggering three days,1.767674207687378
316,no_modifier,a staggering three days,a three days,1.210888147354126
316,no_numeral,a staggering three days,a staggering days,1.5703914165496826
318,order_swap,a staggering three months,a three staggering months,1.7218356132507324
318,no_article,a staggering three months,staggering three months,1.8375649452209473
318,no_modifier,a staggering three months,a three months,1.699413776397705
318,no_numeral,a staggering three months,a staggering months,1.4927191734313965
319,order_swap,a staggering three years,a three staggering years,1.8192417621612544
319,no_article,a staggering three years,staggering three years,1.8753612041473384
319,no_modifier,a staggering three years,a three years,2.215105772018432
319,no_numeral,a staggering three years,a staggering years,1.5518209934234615
320,order_swap,a staggering three hours,a three staggering hours,1.8940033912658691
320,no_article,a staggering three hours,staggering three hours,1.7948956489562988
320,no_modifier,a staggering three hours,a three hours,2.20713472366333
320,no_numeral,a staggering three hours,a staggering hours,1.315903663635254
322,order_swap,a staggering five weeks,a five staggering weeks,1.5616631507873535
322,no_article,a staggering five weeks,staggering five weeks,1.8604049682617188
322,no_modifier,a staggering five weeks,a five weeks,1.9576807022094727
322,no_numeral,a staggering five weeks,a staggering weeks,1.4284782409667969
324,order_swap,a staggering five years,a five staggering years,1.677964448928833
324,no_article,a staggering five years,staggering five years,1.7489893436431885
324,no_modifier,a staggering five years,a five years,2.207275629043579
324,no_numeral,a staggering five years,a staggering years,1.5978262424468994
325,order_swap,a staggering five hours,a five staggering hours,1.8321826457977295
325,no_article,a staggering five hours,staggering five hours,1.7626254558563232
325,no_modifier,a staggering five hours,a five hours,2.6732900142669678
325,no_numeral,a staggering five hours,a staggering hours,1.3516161441802979
326,order_swap,a staggering twenty days,a twenty staggering days,1.406670093536377
326,no_article,a staggering twenty days,staggering twenty days,1.8788423538208008
326,no_modifier,a staggering twenty days,a twenty days,2.250032424926758
326,no_numeral,a staggering twenty days,a staggering days,0.8659210205078125
328,order_swap,a staggering twenty months,a twenty staggering months,1.4919729232788086
328,no_article,a staggering twenty months,staggering twenty months,2.0308756828308105
328,no_modifier,a staggering twenty months,a twenty months,2.777395248413086
328,no_numeral,a staggering twenty months,a staggering months,0.7133731842041016
330,order_swap,a staggering twenty hours,a twenty staggering hours,1.688093900680542
330,no_article,a staggering twenty hours,staggering twenty hours,1.901681661605835
330,no_modifier,a staggering twenty hours,a twenty hours,3.1015703678131104
330,no_numeral,a staggering twenty hours,a staggering hours,0.7249314785003662
331,order_swap,a whopping three days,a three whopping days,1.3308405876159668
331,no_article,a whopping three days,whopping three days,2.1376137733459473
331,no_modifier,a whopping three days,a three days,0.6920986175537109
331,no_numeral,a whopping three days,a whopping days,2.1604132652282715
333,order_swap,a whopping three months,a three whopping months,1.5291941165924072
333,no_article,a whopping three months,whopping three months,2.1777031421661377
333,no_modifier,a whopping three months,a three months,1.1020424365997314
333,no_numeral,a whopping three months,a whopping months,2.0671966075897217
335,order_swap,a whopping three hours,a three whopping hours,1.6506285667419434
335,no_article,a whopping three hours,whopping three hours,2.166719913482666
335,no_modifier,a whopping three hours,a three hours,1.657473087310791
335,no_numeral,a whopping three hours,a whopping hours,1.9032039642333984
337,order_swap,a whopping five weeks,a five whopping weeks,1.6767666339874268
337,no_article,a whopping five weeks,whopping five weeks,2.2617905139923096
337,no_modifier,a whopping five weeks,a five weeks,1.354496717453003
337,no_numeral,a whopping five weeks,a whopping weeks,2.0242888927459717
339,order_swap,a whopping five years,a five whopping years,1.6405515670776367
339,no_article,a whopping five years,whopping five years,2.079214572906494
339,no_modifier,a whopping five years,a five years,1.5745062828063965
339,no_numeral,a whopping five years,a whopping years,2.142061233520508
340,order_swap,a whopping five hours,a five whopping hours,1.8983845710754395
340,no_article,a whopping five hours,whopping five hours,2.0994296073913574
340,no_modifier,a whopping five hours,a five hours,2.1220779418945312
340,no_numeral,a whopping five hours,a whopping hours,1.937366008758545
341,order_swap,a whopping twenty days,a twenty whopping days,1.701219081878662
341,no_article,a whopping twenty days,whopping twenty days,2.265367031097412
341,no_modifier,a whopping twenty days,a twenty days,1.659318447113037
341,no_numeral,a whopping twenty days,a whopping days,1.3840184211730957
342,order_swap,a whopping twenty weeks,a twenty whopping weeks,1.7732901573181152
342,no_article,a whopping twenty weeks,whopping twenty weeks,2.498100757598877
342,no_modifier,a whopping twenty weeks,a twenty weeks,2.2751431465148926
342,no_numeral,a whopping twenty weeks,a whopping weeks,1.051283836364746
345,order_swap,a whopping twenty hours,a twenty whopping hours,1.8927044868469238
345,no_article,a whopping twenty hours,whopping twenty hours,2.213412284851074
345,no_modifier,a whopping twenty hours,a twenty hours,2.468535900115967
345,no_numeral,a whopping twenty hours,a whopping hours,1.2288589477539062
347,order_swap,a hefty three weeks,a three hefty weeks,2.007093906402588
347,no_article,a hefty three weeks,hefty three weeks,2.374842643737793
347,no_modifier,a hefty three weeks,a three weeks,0.6183300018310547
347,no_numeral,a hefty three weeks,a hefty weeks,1.9795451164245605
348,order_swap,a hefty three months,a three hefty months,2.006643772125244
348,no_article,a hefty three months,hefty three months,2.1979188919067383
348,no_modifier,a hefty three months,a three months,0.7928404808044434
348,no_numeral,a hefty three months,a hefty months,1.8772125244140625
352,order_swap,a hefty five weeks,a five hefty weeks,2.32489013671875
352,no_article,a hefty five weeks,hefty five weeks,2.390326499938965
352,no_modifier,a hefty five weeks,a five weeks,1.105748176574707
352,no_numeral,a hefty five weeks,a hefty weeks,1.9262609481811523
