sentence_idx,PREP,ADJ,PRON,VERB,sentence
780524,as,same,you,do,all of them--because I think very much the same as you do.”
782578,than,older,you,are,"I'm, I'm quite a bit, I'm probably a lot older than you are."
782867,as,tired,they,are,"""They may think me, in your mail, the brave Achilles,"" he said, ""and pause from fighting, and the warlike sons of Greece, tired as they are, may breathe once more and gain a respite from the conflict."""
786852,than,heavier,you,imagine,"""The sky is heavier than you imagine, my son,"" Atlas replied."
786922,than,more,they,do,"reporter who knows more than they do, in order to make him talk."
787088,as,strong,you,are,"Here comes another Giant, as strong as you are, to fight with you."""
787872,than,more,she,could,"She was a long suffering mother, but she felt as if this unkindness was more than she could bear."
790666,as,Luterian,he,would,"Luterian as he would say, and he didn't think too much of the Mormons and used to throw rocks at them."
793933,as,small,we,are,"""For years this forest has belonged to us, small as we are, and in a very short time now it will return to the earth from which the trees that built it came."""
797233,than,more,I,could,"This language was rather more than I could bear, even from an angel; so, plucking up courage, I seized a salt-cellar which lay within reach, and hurled it at the head of the intruder."
803090,than,rash,I,am,"Polly is more rash than I am, as the reader has observed in the outset of this memoir."
810715,than,greater,he,can,before he accumulates a burden greater than he can carry.
810850,as,Wet,I,am,"""Wet as I am, it's ghastly!"""
814505,as,good,you,'ll,and that's as good as you'll get.
814717,than,More,I,know,More than I know.
815709,as,old,I,am,"If I thought you possessed the faintest conception of what is the sign manual of a gentleman, or what is due one, I would call you out, sir, old as I am."
815857,than,more,he,could,"mountain, and more than he could carry."
817248,than,more,you,deserve,It's more than you deserve.
818840,than,bigger,they,are,"It was known afterwards on the island as the Sparrows ' Year ; and so , when you meet grown-up people in the Gardens who puff and blow as if they thought themselves bigger than they are , very likely they belong to that year ."
822155,than,More,I,would,"""More than I would give, I'll bet a cookie."""
822346,as,much,he,could,"A half-mile of it was as much as he could stand, and he weakened under the strain."
831411,than,bigger,they,are,"It was known afterward on the island as the Sparrows ' Year , and so , when you meet , as you doubtless sometimes do , grown-up people who puff and blow as if they thought themselves bigger than they are , very likely they belong to that year ."
832411,as,good,you,'ll,and that's as good as you'll get.
832673,than,More,I,know,More than I know.
834652,as,strong,I,am,"said the Troll, ""I have two brothers in a castle; they are twelve times as strong as I am, and that's why I was turned out and had to put up with this farm."
835065,than,more,you,deserve,It's more than you deserve.
844674,as,high,they,could,"Was there not the hollow in their dear, dry old tree, a hollow four or five times as high as they could reach?"
846334,as,careless,you,please,"So she laid a big white egg with gray and brown spots on it in the Goldfinches' new home, and then she flew off to the Cowbird flock, as gay and careless as you please."
846467,as,Strange,it,may,"Strange as it may seem, there had never been any Mourning Doves in the forest until this year, and when a pair came there to live, the people were much excited."
851343,as,fine,you,please,"Old Gobblers were there, and the mother Turkeys with their broods of children, all looking as fine as you please, in their shining black coats."
852361,as,old,you,are,"""Shall I feel it in my quills when I am as old as you are?"""
868791,as,normal,I,am,What would happen if everybody was normal as I am.
871034,than,more,I,can,"“Well, your honour, the fact is, I've five children already, and now a sixth's come, a little lass, and where to get the bread from to fill their mouths, that's more than I can say.”"
872488,as,strange,it,may,"And Brighton, strange as it may seem, became, in Britain, one of the small pioneer centres where these first movies were made."
874642,as,open,it,should,"I think that, um, in general the whole immigration policy isn't quite as open as it should be."
875694,than,more,he,dares,fain say more than he dares.
881458,as,anal,they,might,"Remember, and this is  something that I can tell you from personal experience, remember that  scientists, as dogmatic and as anal as they might be,  are people."
881566,as,long,it,takes,"I'd like to close it here, because Kelly is signalling to me nervously that  we're running out of time, and I'm going to be here for a few minutes, or as long as it takes, if you need more time to ask me questions after the formal question-and-answer  period."
883445,as,close,you,have,"Asa, you've got very close to saying something which I've often pressed historians on, but they've never got quite as close as you have, and that's actually saying that history is useful insofar as it might tell us something about the future."
887590,as,much,she,could,"it was as much as she could do , lying down on one side , to look through into the garden with one eye , but to get through was more hopeless than ever : she sat down and cried again ."
890856,as,easy,it,looks,It’s not so easy as it looks.’
892788,as,high,we,would,"Chemistry it's not as high as we would like, and certainly not as high as erm our status in research erm would suggest erm and we feel that the perhaps there's some image-building still to be done in this field."
893578,as,much,we,should,"So I, I believe we don't spend anywhere near as much as we should do."
897640,than,anxious,he,’ll,Otter’s evidently more anxious than he’ll admit.
898803,as,much,I,will,But that is as much as I will say.
898822,as,subtle,it,is,"'But even such a feeling,  subtle as it is, is also perceived'."
900851,than,worse,he,is,"Well, that’s as may be I don’t trust him, once he gets off with that dog, who’s worse than he is."
