sentence_idx,sentence
9986876,Coz I earn more than you do?
829,We'll be back to our regular thing next week.
831,music
832,[Singing in Native language]
6710081,Nothing is ever so bad as it looks.”
9052994,I don't think it adds up to as much as you say.
835,I am a UAA Alumni.
4072259,charles was as happy as he cold be .
837,[Singing in Native language]
1016645,"Now she'll be jest as cross as she can be, 'cause this 'ere ain't our turkey, and these 'ere ain't our pies."
840,She is a junior majoring in
2302798,"as small as he likes, and can slip through the eye of a needle, as the"
6005583,let's see if this is as tall as you are .
849,[Singing in Native language]
850,He too is wearing a sustainability inspired regalia piece.
8766290,- Have as much as you like.
854,Next for Southeast Alaska we have Madison Suits.
856,She is Tlingit.
1663835,"I am pretty near crazy as it is , but you 're as calm and cool as a spring evening . ''"
863,"Hi, my name is Rachel Kimpton and"
864,I go to the University of Minnesota.
7119712,I wonder if I deserve to be as happy as I am.
1033058,"""Well, you know what it says about takin' care of sparrers, in the Bible, and how we was more valerable than they be, a lot."
867,I'm Lindsay.
8774495,She's been through more than you know.
869,I picked the MSlD Program because
870,I want to go into nonprofits and this program allowed me to experience what an NGO in a different country would be like.
2057062,"The opposite of a seed is a leech, a peer that downloads more than they upload."
872,I get to stay with a family.
9913187,I'm not as perverse as you are.
10388323,I'm just as worried as you are.
9446251,You're so much more than you know.
877,We also get to converse with a couple of Indian students that come from the University here which I think is really cool.
8586093,Has Robert any more to be right to be happy than I have?
3146607,"You can grow as big as you want, and you can get yourself world-dominating power but it's pointless!"
880,I think just being here in general speaking my Hindi has increased dramatically than it had back home.
881,We are also taking Global Development or International Development and it's pretty much just a broad view of different aspects of development throughout the world and then how we can relate that to what's going on here in India.
6906735,"If you don't stop pestering me, I'm never going to finish, in which case, your association with Q might not be quite as eternal as you think."
557941,"` If thou didst but know as much as I know , thou wouldst fly in to me through the window , ' said the Princess to the dove ."
1147765,"Will you wear one , or all tonight , and make me still prouder , fonder , and happier than I am ?"
889,I really enjoy my host family.
2589565,You Are Deeper Than You Think.
7152509,This is about as big as they get.
557952,"But in interpreting revelation I am the equal of anyone, great as he may be!"
897,People don't know the difference between red and green light and slowing down and people just go whenever.
844674,"Was there not the hollow in their dear, dry old tree, a hollow four or five times as high as they could reach?"
6906755,You take as much as you want.
9601920,You're lighter than I remember.
901,You do really adapt to where you're living and you're completely living as an Indian here and it's a very strange feeling.
903,"The whole project is called ""Emerging Markets Business Summit""."
904,The project consists of a visit of three foreign groups in Poland for a two weeks long summit.
906,"I think that only us, the organizers, realize how much work it required."
907,Events like this one are incredibly important because of the international and intercultural understanding.
