idx,sentence
2530,"Plain and unpolished as it was , it had a something dignified and noble in it , which nothing but the soul of generous honour dwelling in the man could have imparted ."
3344,"""One cannot hide here forever, charming though it may be."
1777,"Confident as the Blind Girl had been when she asked the question , her delight and pride in the reply , and her renewed embrace of Dot , were charming to behold ."
3243,"Even I, safe as an Englishman, and even Tellson's, important as they are to French credit, avoid all naming of the matter."
3534,"Depressed and slinking though they were, eyes of fire were not wanting among them; nor compressed lips, white with what they suppressed; nor foreheads knitted into the likeness of the gallows-rope they mused about enduring, or inflicting."
1690,"And so, idiots as we were, neither one of us knew much about cars,"
2219,"Early as it was, on the windy March morning, the room in which he lay abed was already scrubbed throughout; and between the cups and saucers arranged for breakfast, and the lumbering deal table, a very clean white cloth was spread."
3899,"But , brave little chimney-sweep as he was , he dared not climb down such chimneys as those ."
2766,"Proud as these nobles are, he is afraid to see me."
3987,"Tom , curious little rogue that he was , must needs go and see what it was ; so he swam to the shore , and met the light as it stopped over a shallow run at the edge of a low rock ."
994,"Affected, and impressed with terror as they both were, by this spectacle of ruin, it was not a time to yield to such emotions."
3635,"More than half of them were nasty , dirty , frowzy , grubby , smelly old monks , who , because they dare not hit a man of their own size , amused themselves with beating little children instead ; as you may see in the picture of old Pope Gregory -LRB- good man and true though he was , when he meddled with things which he did understand -RRB- , teaching children to sing their fa-fa-mi-fa with a cat-o ' - nine tails under his chair : but , because they never had any children of their own , they took into their heads -LRB- as some folks do still -RRB- that they were the only people in the world who knew how to manage children : and they first brought into England , in the old Anglo-Saxon times , the fashion of treating free boys , and girls too , worse than you would treat a dog or a horse : but Mrs. Bedonebyasyoudid has caught them all long ago ; and given them many a taste of their own rods ; and much good may it do them ."
1742,"as near cool as it will be, and heads bare to the breeze of our"
3618,"Shameless as you are, why not declare yourself king?"
881,"This was the Gairfowl 's story , and , strange as it may seem , it is every word of it true ."
3221,"Big man though he was , he burst into tears , at the thought of leaving his wife and dear little children , never to see them any more ."
3190,comical as you please.
867,"Remember, and this is  something that I can tell you from personal experience, remember that  scientists, as dogmatic and as anal as they might be,  are people."
1015,"Harry did not know his mamma , dressed as she was , and clung to the kind lady , feeling rather afraid of the strange young man ."
1169,"words, puzzled though he was to find a clue to them."
1017,"How is it to be supposed that Willoughby, persuaded as he must be of your sister's love, should leave her, and leave her perhaps for months, without telling her of his affection; that they should part without a mutual exchange of confidence?"""
